Topic	SelfCheckQuestion	Verdict	Score	CriteriaBreakdown	TheoreticalGap	FileNeeded	SuggestedSection
19-collections-framework	Why does TreeSet/TreeMap rely on Comparable/Comparator instead of equals() to determine duplicates and ordering, and what bug occurs if compareTo() is inconsistent with equals()?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-treeset-concepts.md	## Why TreeSet and TreeMap Rely on Comparable/Comparator
19-collections-framework	Why does ConcurrentHashMap achieve high thread-safety without locking the entire map (and how do CAS and bucket-head synchronized blocks differ from Hashtable/synchronizedMap), and why does it reject null keys and values?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	05-concurrenthashmap-concepts.md	## Why ConcurrentHashMap Avoids Global Locking
19-collections-framework	Why do fail-fast iterators throw ConcurrentModificationException (and how does the modCount mechanism detect structural changes), and how do fail-safe/weakly-consistent iterators avoid this exception?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	06-fail-fast-iterator-concepts.md	## Why Fail-Fast Iterators Throw ConcurrentModificationException

29-synchronization-concurrency	Why does the `synchronized` keyword prevent race conditions, and how do object monitors and lock acquisition/release behave under the hood?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-synchronized-method-concepts.md	## Why synchronized Blocks Prevent Race Conditions
29-synchronization-concurrency	Why does a deadlock occur in Java, and what specific resource-acquisition sequence creates the four necessary deadlock conditions?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-deadlock-concepts.md	## Why Deadlocks Occur and How to Avoid Them
29-synchronization-concurrency	Why do atomic variables (like `AtomicReference` or `AtomicInteger`) avoid lock-based synchronization, and how does the hardware-level CAS (Compare-And-Swap) mechanism guarantee atomicity?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-atomicreference-concepts.md	## Why Atomic Variables Avoid Lock-Based Synchronization
29-synchronization-concurrency	Why does `CyclicBarrier` differ from `CountDownLatch`, and how does the internal lock/condition await mechanism reset the barrier for reuse?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	04-cyclicbarrier-concepts.md	## Why CyclicBarrier and CountDownLatch Differ
29-synchronization-concurrency	Why should you use `ExecutorService` (and thread pools) instead of manually spawning new threads for each task, and how do thread queue limit policies protect the JVM?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	05-executor-concepts.md	## Why ExecutorService and Thread Pools Are Required
29-synchronization-concurrency	Why does `ForkJoinPool` use a work-stealing algorithm, and how do its double-ended queues (deques) improve CPU utilization for divide-and-conquer tasks?	PASS	6/6	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	06-forkjoinpool-concepts.md	## Why ForkJoinPool Uses Work-Stealing
37-jvm-advanced	Why does the JVM class loading subsystem split loading into three phases (Loading, Linking, and Initializing), and what security role does class verification play?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-jvm-architecture-concepts.md	## Why Class Loading Has Three Distinct Phases
37-jvm-advanced	Why does the JVM Execution Engine combine JIT Compilation (with C1/C2 compilers) and Interpretation, and how does hot-spot profiling determine compile thresholds?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-execution-engine-concepts.md	## Why JIT Compilation and Interpretation Are Combined
37-jvm-advanced	Why does the Generational Garbage Collection model use Survivor spaces (S0/S1) alongside Eden, and how does object aging prevent heap fragmentation?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-survivor-concepts.md	## Why Survivor Spaces Prevent Heap Fragmentation
37-jvm-advanced	Why does Shenandoah GC achieve ultra-low pause times compared to G1, and how do Brooks Pointers (or load barriers) enable concurrent compaction?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	04-shenandoah-concepts.md	## Why Shenandoah GC Achieves Ultra-Low Pause Times
37-jvm-advanced	Why are JVM `-XX` flags classified into standard, non-standard (`-X`), and developer/unstable (`-XX`) options, and how do heap tuning flags affect GC behavior?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	05-xx-concepts.md	## Why JVM Flag Classifications Exist
28-multithreading	Why does a process differ from a thread in resource allocation, and how does the JVM memory layout (shared Heap/Metaspace vs thread-private Stack/PC) reflect this distinction?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-process-vs-thread-concepts.md	## Why Processes Differ from Threads
28-multithreading	Why should you implement Runnable or Callable instead of extending Thread (and how does Java's single inheritance constraint and task decoupling drive this design)?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-runnable-concepts.md	## Why Runnable/Callable Is Preferred Over Extending Thread
28-multithreading	Why does calling start() on a thread spawn a new call stack while run() executes on the caller's stack, and how does the OS-level thread scheduler get invoked?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-runnable-concepts.md	## Why start() Is Required to Spawn a Thread
28-multithreading	Why does thread.join() cause the calling thread to block, and what JVM/OS waiting and notification mechanism does it invoke?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-join-concepts.md	## Why join() Blocks the Calling Thread
28-multithreading	Why do race conditions and data visibility issues occur in multithreaded environments, and what does it mean for an operation to be thread-safe?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	04-thread-safety-concepts.md	## Why Race Conditions and Data Visibility Issues Occur
43-design-patterns	Why is a Singleton pattern used to restrict a class to a single instance, and how does the double-checked locking mechanism (using volatile) ensure thread-safe lazy initialization?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-singleton-concepts.md	## Why Double-Checked Locking Ensures Thread-Safe Singleton
43-design-patterns	Why is the Bill Pugh Singleton implementation (using an inner static helper class) preferred over synchronized lazy instantiation, and how does JVM class loading guarantee thread safety?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-singleton-concepts.md	## Why Bill Pugh Singleton Achieves Thread-Safe Lazy Initialization
43-design-patterns	Why does the Observer pattern define a one-to-many dependency between objects, and how does registering/notifying observers decouple the subject from concrete observers?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-observer-concepts.md	## Why the Observer Pattern Decouples Subjects from Observers
43-design-patterns	Why is the Factory Method pattern preferred over direct constructor instantiation (using new), and how does it defer instantiation decisions to subclasses?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-singleton-concepts.md	## Why Factory Method Defers Object Instantiation
43-design-patterns	Why is the Builder pattern used to construct complex objects, and how does it solve the telescoping constructor anti-pattern?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-singleton-concepts.md	## Why the Builder Pattern Replaces Telescoping Constructors
45-interview-questions	Why do the JDK, JRE, and JVM serve different software development lifecycle purposes, and what are their runtime and compiler-level distinctions?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-how-are-jvm-jdk-and-jre-different-concepts.md	## Why JDK, JRE, and JVM Differ
45-interview-questions	Why does `HashSet` remove duplicates, and how does it leverage backing `HashMap` put operations to enforce unique element constraints?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-how-does-hashset-remove-duplicates-concepts.md	## Why HashSet Leverages HashMap to Remove Duplicates
45-interview-questions	Why do `Comparable` and `Comparator` serve different sorting design purposes, and what is the difference between natural ordering vs custom external sorting rules?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	03-how-are-comparable-and-comparator-different-concepts.md	## Why Comparable and Comparator Differ in Sorting Design
45-interview-questions	Why do `map` and `flatMap` operations in Streams have different transformation signatures, and what does it mean to flatten a stream structure?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	04-how-are-map-and-flatmap-different-concepts.md	## Why map and flatMap Stream Operations Differ
45-interview-questions	Why does Java compile time generic type verification differ from runtime execution behavior, and what runtime casting bugs can occur due to raw types?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	04-how-are-map-and-flatmap-different-concepts.md	## Why Generic Compile-Time Verification Differs from Runtime
41-best-practices	Why does descriptive naming of variables, functions, and classes improve codebase maintainability, and what specific naming anti-patterns (like single-letter variables or encoded names) does it prevent?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-name-variables-functions-and-classes-clearly-concepts.md	## Why Descriptive Naming Matters
41-best-practices	Why is swallowing exceptions (e.g. empty catch blocks) considered a severe secure-coding and debugging hazard, and how does logging or propagating preserve diagnostic context?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-do-not-swallow-exceptions-concepts.md	## Why Exception Swallowing Is Dangerous
41-best-practices	Why does Java prefer custom checked exceptions for recoverable business conditions but unchecked exceptions for unrecoverable programmer errors?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	02-do-not-swallow-exceptions-concepts.md	## Why Custom Exceptions Group by Recovery Rationale
41-best-practices	Why should magic numbers and hardcoded values be extracted into constants, and what is the compile-time optimization benefit of using public static final constants in Java?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-name-variables-functions-and-classes-clearly-concepts.md	## Why Constants Prevent Magic Numbers
41-best-practices	Why is the "Return Early" or "Fail Fast" guard-clause pattern preferred over deeply nested if-else blocks, and how does it reduce cognitive load and stack tracking?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-name-variables-functions-and-classes-clearly-concepts.md	## Why Guard Clauses Simplify Control Flow
42-design-principles	Why does the Single Responsibility Principle (SRP) dictate that a class should have "only one reason to change," and how does high cohesion reduce class coupling?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-solid-concepts.md	## Why Single Responsibility Promotes High Cohesion
42-design-principles	Why does the Open/Closed Principle (OCP) advocate for extending behavior without modifying source code, and how do polymorphism and interfaces enable this design?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-solid-concepts.md	## Why Open/Closed Principle Protects Existing Code
42-design-principles	Why does the Liskov Substitution Principle (LSP) forbid subclasses from violating the behavioral contracts of their parent classes (and how does a parent reference guarantee subtype substitutability)?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-solid-concepts.md	## Why Liskov Substitution Principle Enforces Behavioral Contracts
42-design-principles	Why does the Interface Segregation Principle (ISP) prefer multiple small, client-specific interfaces over a single bloated interface, and how does it prevent fat interface coupling?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-solid-concepts.md	## Why Interface Segregation Prevents Fat Interface Coupling
42-design-principles	Why does the Dependency Inversion Principle (DIP) state that high-level modules should depend on abstractions rather than concrete implementations, and how does Dependency Injection realize this principle?	PASS	5/5	Mechanism:1,MentalModel:1,Example:1,CauseEffect:1,Standalone:1	None	01-solid-concepts.md	## Why Dependency Inversion Decouples Modules
